id,data,ulica_1,ulica_2,sygnalizacja,rodzaj_zdarzenia,warunki_oswietleniowe,warunki_pogodowe,rodzaj_drogi,ograniczenie_predkosci [km/h],typ_nawierzchni,stan_nawierzchni,oznakowanie_poziome,rodzaj_skrzyzowania,teren_zabudowany,skrzyzowanie,teren_zabudowany_bin,nawierzchnia_twarda_bin,znaki_poziome_bin,wykroczenie,id_skrzyzowania
124604058,2023-01-16,KŁOPOT,PAMIĘTAJCIE O OGRODACH,brak,Zderzenie pojazdów boczne,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe,50,Twarda,Sucha,Jest,O ruchu okrężnym,Obszar zabudowany,KŁOPOT / PAMIĘTAJCIE O OGRODACH,1,1,1,Nieprawidłowe zmienianie pasa ruchu,9
125044708,2023-03-31,KŁOPOT,PAMIĘTAJCIE O OGRODACH,brak,Zderzenie pojazdów boczne,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe,50,Twarda,Sucha,Jest,O ruchu okrężnym,Obszar zabudowany,KŁOPOT / PAMIĘTAJCIE O OGRODACH,1,1,1,Nieprawidłowe zmienianie pasa ruchu,9
125775078,2023-10-31,KŁOPOT,PAMIĘTAJCIE O OGRODACH,brak,Zderzenie pojazdów boczne,Noc - droga oświetlona,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe,50,Twarda,Sucha,Jest,O ruchu okrężnym,Obszar zabudowany,KŁOPOT / PAMIĘTAJCIE O OGRODACH,1,1,1,Nieprawidłowe zmienianie pasa ruchu,9
125785843,2023-11-06,KŁOPOT,PAMIĘTAJCIE O OGRODACH,brak,Zderzenie pojazdów boczne,Noc - droga oświetlona,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe,50,Twarda,Sucha,Jest,O ruchu okrężnym,Obszar zabudowany,KŁOPOT / PAMIĘTAJCIE O OGRODACH,1,1,1,Nieprawidłowe zmienianie pasa ruchu,9
125861703,2023-12-30,KŁOPOT,PAMIĘTAJCIE O OGRODACH,brak,Zderzenie pojazdów boczne,"Świt, zmrok",Pochmurno,Dwie jezdnie jednokierunkowe,50,Twarda,Mokra,Jest,O ruchu okrężnym,Obszar zabudowany,KŁOPOT / PAMIĘTAJCIE O OGRODACH,1,1,1,Nieprawidłowe zmienianie pasa ruchu,9
125991994,2024-03-21,KŁOPOT,PAMIĘTAJCIE O OGRODACH,brak,Zderzenie pojazdów boczne,Noc - droga oświetlona,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe,50,Twarda,Sucha,Jest,O ruchu okrężnym,Obszar zabudowany,KŁOPOT / PAMIĘTAJCIE O OGRODACH,1,1,1,Nieprawidłowe zmienianie pasa ruchu,9
126031460,2024-04-20,KŁOPOT,PAMIĘTAJCIE O OGRODACH,brak,Zderzenie pojazdów boczne,Światło dzienne,Pochmurno,Dwie jezdnie jednokierunkowe,50,Twarda,Sucha,Jest,O ruchu okrężnym,Obszar zabudowany,KŁOPOT / PAMIĘTAJCIE O OGRODACH,1,1,1,Nieprawidłowe zmienianie pasa ruchu,9
126035210,2024-04-24,KŁOPOT,PAMIĘTAJCIE O OGRODACH,brak,Zderzenie pojazdów boczne,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe,50,Twarda,Sucha,Jest,O ruchu okrężnym,Obszar zabudowany,KŁOPOT / PAMIĘTAJCIE O OGRODACH,1,1,1,Nieprawidłowe zmienianie pasa ruchu,9
126052010,2024-05-07,KŁOPOT,PAMIĘTAJCIE O OGRODACH,brak,Zderzenie pojazdów boczne,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe,50,Twarda,Sucha,Jest,O ruchu okrężnym,Obszar zabudowany,KŁOPOT / PAMIĘTAJCIE O OGRODACH,1,1,1,Nieprawidłowe zmienianie pasa ruchu,9
126158872,2024-05-22,KŁOPOT,PAMIĘTAJCIE O OGRODACH,brak,Zderzenie pojazdów boczne,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe,50,Twarda,Sucha,Jest,O ruchu okrężnym,Obszar zabudowany,KŁOPOT / PAMIĘTAJCIE O OGRODACH,1,1,1,Nieprawidłowe zmienianie pasa ruchu,9
126267977,2024-07-26,KŁOPOT,PAMIĘTAJCIE O OGRODACH,brak,Zderzenie pojazdów boczne,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe,50,Twarda,Sucha,Jest,O ruchu okrężnym,Obszar zabudowany,KŁOPOT / PAMIĘTAJCIE O OGRODACH,1,1,1,Nieustąpienie pierwszeństwa przejazdu,9
126305076,2024-08-25,KŁOPOT,PAMIĘTAJCIE O OGRODACH,brak,Zderzenie pojazdów boczne,"Świt, zmrok",Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe,50,Twarda,Sucha,Jest,O ruchu okrężnym,Obszar zabudowany,KŁOPOT / PAMIĘTAJCIE O OGRODACH,1,1,1,Nieprawidłowe zmienianie pasa ruchu,9
126721711,2024-11-15,KŁOPOT,PAMIĘTAJCIE O OGRODACH,brak,Zderzenie pojazdów boczne,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe,50,Twarda,Sucha,Jest,O ruchu okrężnym,Obszar zabudowany,KŁOPOT / PAMIĘTAJCIE O OGRODACH,1,1,1,Nieprawidłowe zmienianie pasa ruchu,9
126733352,2024-11-14,KŁOPOT,PAMIĘTAJCIE O OGRODACH,brak,Zderzenie pojazdów boczne,Noc - droga oświetlona,Opady deszczu,Dwie jezdnie jednokierunkowe,50,Twarda,Mokra,Jest,O ruchu okrężnym,Obszar zabudowany,KŁOPOT / PAMIĘTAJCIE O OGRODACH,1,1,1,Nieustąpienie pierwszeństwa przejazdu,9
126755334,2024-12-10,KŁOPOT,PAMIĘTAJCIE O OGRODACH,brak,Zderzenie pojazdów boczne,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe,50,Twarda,Mokra,Jest,O ruchu okrężnym,Obszar zabudowany,KŁOPOT / PAMIĘTAJCIE O OGRODACH,1,1,1,Nieprawidłowe zmienianie pasa ruchu,9
126764254,2024-12-16,KŁOPOT,PAMIĘTAJCIE O OGRODACH,brak,Zderzenie pojazdów boczne,Noc - droga nieoświetlona,Silny wiatr,Dwie jezdnie jednokierunkowe,50,Twarda,Mokra,Jest,O ruchu okrężnym,Obszar zabudowany,KŁOPOT / PAMIĘTAJCIE O OGRODACH,1,1,1,Nieprawidłowe zmienianie pasa ruchu,9
126800481,2025-01-18,KŁOPOT,PAMIĘTAJCIE O OGRODACH,brak,Zderzenie pojazdów boczne,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe,50,Twarda,Sucha,Jest,O ruchu okrężnym,Obszar zabudowany,KŁOPOT / PAMIĘTAJCIE O OGRODACH,1,1,1,Nieprawidłowe zmienianie pasa ruchu,9
126894352,2025-03-29,KŁOPOT,PAMIĘTAJCIE O OGRODACH,brak,Zderzenie pojazdów boczne,Noc - droga oświetlona,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe,50,Twarda,Sucha,Jest,O ruchu okrężnym,Obszar zabudowany,KŁOPOT / PAMIĘTAJCIE O OGRODACH,1,1,1,Nieprawidłowe zmienianie pasa ruchu,9
126944894,2025-05-12,KŁOPOT,PAMIĘTAJCIE O OGRODACH,brak,Zderzenie pojazdów boczne,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe,50,Twarda,Sucha,Jest,O ruchu okrężnym,Obszar zabudowany,KŁOPOT / PAMIĘTAJCIE O OGRODACH,1,1,1,Nieprawidłowe zmienianie pasa ruchu,9
127075195,2025-08-09,KŁOPOT,PAMIĘTAJCIE O OGRODACH,brak,Zderzenie pojazdów boczne,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe,50,Twarda,Sucha,Jest,O ruchu okrężnym,Obszar zabudowany,KŁOPOT / PAMIĘTAJCIE O OGRODACH,1,1,1,Nieprawidłowe zmienianie pasa ruchu,9
106692628,2018-01-24,NACZELNIKOWSKA,RADZYMIŃSKA,brak,Najechanie na pojazd unieruchomiony,"Świt, zmrok",Opady deszczu,Dwie jezdnie jednokierunkowe,50,Twarda,Mokra,Jest,Z drogą z pierwsz.,Obszar zabudowany,NACZELNIKOWSKA / RADZYMIŃSKA,1,1,1,Nieustąpienie pierwszeństwa przejazdu,13
106719765,2018-02-07,NACZELNIKOWSKA,RADZYMIŃSKA,brak,Zderzenie pojazdów boczne,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe,50,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,NACZELNIKOWSKA / RADZYMIŃSKA,1,1,1,Nieustąpienie pierwszeństwa przejazdu,13
106748782,2018-01-29,NACZELNIKOWSKA,RADZYMIŃSKA,brak,Zderzenie pojazdów boczne,Noc - droga oświetlona,Pochmurno,Dwie jezdnie jednokierunkowe,50,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,NACZELNIKOWSKA / RADZYMIŃSKA,1,1,1,Nieustąpienie pierwszeństwa przejazdu,13
106762074,2018-02-26,NACZELNIKOWSKA,RADZYMIŃSKA,brak,Zderzenie pojazdów boczne,Noc - droga oświetlona,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe,50,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,NACZELNIKOWSKA / RADZYMIŃSKA,1,1,1,Nieustąpienie pierwszeństwa przejazdu,13
106887418,2018-04-13,NACZELNIKOWSKA,RADZYMIŃSKA,brak,Zderzenie pojazdów boczne,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe,50,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,NACZELNIKOWSKA / RADZYMIŃSKA,1,1,1,Nieustąpienie pierwszeństwa przejazdu,13
106905161,2018-04-23,NACZELNIKOWSKA,RADZYMIŃSKA,brak,Zderzenie pojazdów boczne,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe,50,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,NACZELNIKOWSKA / RADZYMIŃSKA,1,1,1,Nieustąpienie pierwszeństwa przejazdu,13
106994828,2018-06-08,NACZELNIKOWSKA,RADZYMIŃSKA,brak,Inne,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe,50,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,NACZELNIKOWSKA / RADZYMIŃSKA,1,1,1,Nieustąpienie pierwszeństwa przejazdu,13
107092037,2018-07-07,NACZELNIKOWSKA,RADZYMIŃSKA,brak,Zderzenie pojazdów boczne,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe,50,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,NACZELNIKOWSKA / RADZYMIŃSKA,1,1,1,Nieprzestrzeganie znaków i innych sygnałów,13
107152429,2018-08-05,NACZELNIKOWSKA,RADZYMIŃSKA,brak,Inne,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe,50,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,NACZELNIKOWSKA / RADZYMIŃSKA,1,1,1,Nieustąpienie pierwszeństwa przejazdu,13
107317323,2018-09-27,NACZELNIKOWSKA,RADZYMIŃSKA,brak,Inne,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe,50,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,NACZELNIKOWSKA / RADZYMIŃSKA,1,1,1,Nieustąpienie pierwszeństwa przejazdu,13
107330858,2018-10-01,NACZELNIKOWSKA,RADZYMIŃSKA,brak,Zderzenie pojazdów boczne,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe,50,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,NACZELNIKOWSKA / RADZYMIŃSKA,1,1,1,Inne przyczyny,13
107441619,2018-11-14,NACZELNIKOWSKA,RADZYMIŃSKA,brak,Zderzenie pojazdów boczne,Noc - droga oświetlona,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe,50,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,NACZELNIKOWSKA / RADZYMIŃSKA,1,1,1,Nieustąpienie pierwszeństwa przejazdu,13
107498850,2018-12-14,NACZELNIKOWSKA,RADZYMIŃSKA,brak,Zderzenie pojazdów boczne,Światło dzienne,Pochmurno,Dwie jezdnie jednokierunkowe,50,Twarda,Mokra,Jest,Z drogą z pierwsz.,Obszar zabudowany,NACZELNIKOWSKA / RADZYMIŃSKA,1,1,1,Nieustąpienie pierwszeństwa przejazdu,13
107843950,2019-04-08,NACZELNIKOWSKA,RADZYMIŃSKA,brak,Zderzenie pojazdów boczne,Noc - droga oświetlona,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe,50,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,NACZELNIKOWSKA / RADZYMIŃSKA,1,1,1,Nieustąpienie pierwszeństwa przejazdu,13
107889482,2019-04-23,NACZELNIKOWSKA,RADZYMIŃSKA,brak,Zderzenie pojazdów boczne,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe,50,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,NACZELNIKOWSKA / RADZYMIŃSKA,1,1,1,Nieustąpienie pierwszeństwa przejazdu,13
107905567,2019-05-02,NACZELNIKOWSKA,RADZYMIŃSKA,brak,Zderzenie pojazdów boczne,Światło dzienne,Silny wiatr,Dwie jezdnie jednokierunkowe,50,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,NACZELNIKOWSKA / RADZYMIŃSKA,1,1,1,Nieustąpienie pierwszeństwa przejazdu,13
108008572,2019-06-26,NACZELNIKOWSKA,RADZYMIŃSKA,brak,Inne,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe,50,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,NACZELNIKOWSKA / RADZYMIŃSKA,1,1,1,Nieustąpienie pierwszeństwa przejazdu,13
108042424,2019-07-16,NACZELNIKOWSKA,RADZYMIŃSKA,brak,Zderzenie pojazdów tylne,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe,50,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,NACZELNIKOWSKA / RADZYMIŃSKA,1,1,1,Niezachowanie bezp. odleg. między pojazdami,13
108088993,2019-08-09,NACZELNIKOWSKA,RADZYMIŃSKA,brak,Zderzenie pojazdów boczne,Noc - droga oświetlona,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe,50,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,NACZELNIKOWSKA / RADZYMIŃSKA,1,1,1,Nieustąpienie pierwszeństwa przejazdu,13
108090894,2019-08-10,NACZELNIKOWSKA,RADZYMIŃSKA,brak,Zderzenie pojazdów boczne,Światło dzienne,Pochmurno,Dwie jezdnie jednokierunkowe,50,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,NACZELNIKOWSKA / RADZYMIŃSKA,1,1,1,Nieustąpienie pierwszeństwa przejazdu,13
108105573,2019-08-17,NACZELNIKOWSKA,RADZYMIŃSKA,brak,Zderzenie pojazdów boczne,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe,50,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,NACZELNIKOWSKA / RADZYMIŃSKA,1,1,1,Nieustąpienie pierwszeństwa przejazdu,13
108207344,2019-10-05,NACZELNIKOWSKA,RADZYMIŃSKA,brak,Zderzenie pojazdów boczne,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe,50,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,NACZELNIKOWSKA / RADZYMIŃSKA,1,1,1,Nieustąpienie pierwszeństwa przejazdu,13
108225412,2019-10-12,NACZELNIKOWSKA,RADZYMIŃSKA,brak,Zderzenie pojazdów boczne,"Świt, zmrok",Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe,50,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,NACZELNIKOWSKA / RADZYMIŃSKA,1,1,1,Nieustąpienie pierwszeństwa przejazdu,13
108345339,2019-11-20,NACZELNIKOWSKA,RADZYMIŃSKA,brak,Zderzenie pojazdów boczne,Światło dzienne,Pochmurno,Dwie jezdnie jednokierunkowe,50,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,NACZELNIKOWSKA / RADZYMIŃSKA,1,1,1,Nieustąpienie pierwszeństwa przejazdu,13
108658512,2020-02-07,NACZELNIKOWSKA,RADZYMIŃSKA,brak,Zderzenie pojazdów boczne,Noc - droga oświetlona,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe,50,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,NACZELNIKOWSKA / RADZYMIŃSKA,1,1,1,Nieustąpienie pierwszeństwa przejazdu,13
108997829,2020-05-07,NACZELNIKOWSKA,RADZYMIŃSKA,brak,Zderzenie pojazdów boczne,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe,50,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,NACZELNIKOWSKA / RADZYMIŃSKA,1,1,1,Nieustąpienie pierwszeństwa przejazdu,13
109231297,2020-06-22,NACZELNIKOWSKA,RADZYMIŃSKA,brak,Zderzenie pojazdów boczne,Światło dzienne,Opady deszczu,Dwie jezdnie jednokierunkowe,50,Twarda,Mokra,Jest,Z drogą z pierwsz.,Obszar zabudowany,NACZELNIKOWSKA / RADZYMIŃSKA,1,1,1,Nieustąpienie pierwszeństwa przejazdu,13
109278773,2020-07-12,NACZELNIKOWSKA,RADZYMIŃSKA,brak,Zderzenie pojazdów boczne,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe,50,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,NACZELNIKOWSKA / RADZYMIŃSKA,1,1,1,Nieustąpienie pierwszeństwa przejazdu,13
109373505,2020-08-31,NACZELNIKOWSKA,RADZYMIŃSKA,brak,Zderzenie pojazdów boczne,Światło dzienne,Pochmurno,Dwie jezdnie jednokierunkowe,50,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,NACZELNIKOWSKA / RADZYMIŃSKA,1,1,1,Nieustąpienie pierwszeństwa przejazdu,13
109395932,2020-09-10,NACZELNIKOWSKA,RADZYMIŃSKA,brak,Zderzenie pojazdów boczne,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe,50,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,NACZELNIKOWSKA / RADZYMIŃSKA,1,1,1,Nieprawidłowe zmienianie pasa ruchu,13
109419692,2020-09-23,NACZELNIKOWSKA,RADZYMIŃSKA,brak,Zderzenie pojazdów boczne,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe,50,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,NACZELNIKOWSKA / RADZYMIŃSKA,1,1,1,Nieustąpienie pierwszeństwa przejazdu,13
109710473,2021-01-05,NACZELNIKOWSKA,RADZYMIŃSKA,brak,Zderzenie pojazdów tylne,Noc - droga oświetlona,Opady deszczu,Dwie jezdnie jednokierunkowe,50,Twarda,Mokra,Jest,Z drogą z pierwsz.,Obszar zabudowany,NACZELNIKOWSKA / RADZYMIŃSKA,1,1,1,Niedostosowanie prędkości do warunków ruchu,13
109793711,2021-01-14,NACZELNIKOWSKA,RADZYMIŃSKA,brak,Zderzenie pojazdów boczne,Noc - droga oświetlona,"Opady śniegu, gradu",Dwie jezdnie jednokierunkowe,50,Twarda,Mokra,Jest,Z drogą z pierwsz.,Obszar zabudowany,NACZELNIKOWSKA / RADZYMIŃSKA,1,1,1,Nieustąpienie pierwszeństwa przejazdu,13
110190150,2021-05-18,NACZELNIKOWSKA,RADZYMIŃSKA,brak,Zderzenie pojazdów tylne,Światło dzienne,Pochmurno,Dwie jezdnie jednokierunkowe,50,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,NACZELNIKOWSKA / RADZYMIŃSKA,1,1,1,Niezachowanie bezp. odleg. między pojazdami,13
110203513,2021-05-22,NACZELNIKOWSKA,RADZYMIŃSKA,brak,Zderzenie pojazdów boczne,Światło dzienne,Opady deszczu,Dwie jezdnie jednokierunkowe,50,Twarda,Mokra,Jest,Z drogą z pierwsz.,Obszar zabudowany,NACZELNIKOWSKA / RADZYMIŃSKA,1,1,1,Nieustąpienie pierwszeństwa przejazdu,13
120500149,2022-05-05,NACZELNIKOWSKA,RADZYMIŃSKA,brak,Zderzenie pojazdów tylne,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe,50,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,NACZELNIKOWSKA / RADZYMIŃSKA,1,1,1,Niezachowanie bezp. odleg. między pojazdami,13
121796241,2022-09-13,NACZELNIKOWSKA,RADZYMIŃSKA,brak,Zderzenie pojazdów czołowe,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe,50,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,NACZELNIKOWSKA / RADZYMIŃSKA,1,1,1,Nieustąpienie pierwszeństwa przejazdu,13
124334647,2022-12-24,NACZELNIKOWSKA,RADZYMIŃSKA,brak,Zderzenie pojazdów boczne,Światło dzienne,Pochmurno,Dwie jezdnie jednokierunkowe,50,Twarda,Mokra,Jest,Z drogą z pierwsz.,Obszar zabudowany,NACZELNIKOWSKA / RADZYMIŃSKA,1,1,1,Nieustąpienie pierwszeństwa przejazdu,13
125542407,2023-05-29,NACZELNIKOWSKA,RADZYMIŃSKA,brak,Zderzenie pojazdów tylne,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe,50,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,NACZELNIKOWSKA / RADZYMIŃSKA,1,1,1,Niezachowanie bezp. odleg. między pojazdami,13
125809990,2023-11-27,NACZELNIKOWSKA,RADZYMIŃSKA,brak,Zderzenie pojazdów boczne,Światło dzienne,"Opady śniegu, gradu",Dwie jezdnie jednokierunkowe,50,Twarda,"Oblodzenie, zaśnieżenie",Jest,Z drogą z pierwsz.,Obszar zabudowany,NACZELNIKOWSKA / RADZYMIŃSKA,1,1,1,Nieustąpienie pierwszeństwa przejazdu,13
125926566,2024-02-06,NACZELNIKOWSKA,RADZYMIŃSKA,brak,Zderzenie pojazdów boczne,Noc - droga oświetlona,Opady deszczu,Dwie jezdnie jednokierunkowe,50,Twarda,Mokra,Jest,Z drogą z pierwsz.,Obszar zabudowany,NACZELNIKOWSKA / RADZYMIŃSKA,1,1,1,Nieustąpienie pierwszeństwa przejazdu,13
126008171,2024-04-03,NACZELNIKOWSKA,RADZYMIŃSKA,brak,Zderzenie pojazdów boczne,Światło dzienne,Opady deszczu,Dwie jezdnie jednokierunkowe,50,Twarda,Mokra,Jest,Z drogą z pierwsz.,Obszar zabudowany,NACZELNIKOWSKA / RADZYMIŃSKA,1,1,1,Nieustąpienie pierwszeństwa przejazdu,13
126719303,2024-11-13,NACZELNIKOWSKA,RADZYMIŃSKA,brak,Zderzenie pojazdów boczne,Noc - droga oświetlona,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe,50,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,NACZELNIKOWSKA / RADZYMIŃSKA,1,1,1,Nieustąpienie pierwszeństwa przejazdu,13
126765840,2024-12-18,NACZELNIKOWSKA,RADZYMIŃSKA,brak,Zderzenie pojazdów czołowe,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe,50,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,NACZELNIKOWSKA / RADZYMIŃSKA,1,1,1,Nieustąpienie pierwszeństwa przejazdu,13
126811324,2025-01-25,NACZELNIKOWSKA,RADZYMIŃSKA,brak,Zderzenie pojazdów boczne,Noc - droga oświetlona,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe,50,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,NACZELNIKOWSKA / RADZYMIŃSKA,1,1,1,Nieustąpienie pierwszeństwa przejazdu,13
126906849,2025-04-10,NACZELNIKOWSKA,RADZYMIŃSKA,brak,Zderzenie pojazdów boczne,Światło dzienne,Pochmurno,Dwie jezdnie jednokierunkowe,50,Twarda,Mokra,Jest,Z drogą z pierwsz.,Obszar zabudowany,NACZELNIKOWSKA / RADZYMIŃSKA,1,1,1,Nieustąpienie pierwszeństwa przejazdu,13
127248174,2025-12-16,NACZELNIKOWSKA,RADZYMIŃSKA,brak,Zderzenie pojazdów tylne,Światło dzienne,Pochmurno,Dwie jezdnie jednokierunkowe,50,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,NACZELNIKOWSKA / RADZYMIŃSKA,1,1,1,Niedostosowanie prędkości do warunków ruchu,13
106660016,2018-01-05,NACZELNIKOWSKA,RADZYMIŃSKA,brak,Zderzenie pojazdów boczne,"Świt, zmrok",Opady deszczu,Dwie jezdnie jednokierunkowe,50,Twarda,Mokra,Jest,Z drogą z pierwsz.,Obszar zabudowany,NACZELNIKOWSKA / RADZYMIŃSKA,1,1,1,Nieustąpienie pierwszeństwa przejazdu,13
106699112,2018-01-27,NACZELNIKOWSKA,RADZYMIŃSKA,brak,Zderzenie pojazdów boczne,"Świt, zmrok",Pochmurno,Dwie jezdnie jednokierunkowe,50,Twarda,Mokra,Jest,Z drogą z pierwsz.,Obszar zabudowany,NACZELNIKOWSKA / RADZYMIŃSKA,1,1,1,Nieustąpienie pierwszeństwa przejazdu,13
106719595,2018-02-07,NACZELNIKOWSKA,RADZYMIŃSKA,brak,Inne,Noc - droga oświetlona,Pochmurno,Dwie jezdnie jednokierunkowe,50,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,NACZELNIKOWSKA / RADZYMIŃSKA,1,1,1,Nieustąpienie pierwszeństwa przejazdu,13
106795072,2018-01-21,NACZELNIKOWSKA,RADZYMIŃSKA,brak,Zderzenie pojazdów boczne,Noc - droga oświetlona,"Opady śniegu, gradu",Dwie jezdnie jednokierunkowe,50,Twarda,Mokra,Jest,Z drogą z pierwsz.,Obszar zabudowany,NACZELNIKOWSKA / RADZYMIŃSKA,1,1,1,Nieprawidłowe cofanie,13
106962195,2018-05-22,NACZELNIKOWSKA,RADZYMIŃSKA,brak,Zderzenie pojazdów boczne,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe,50,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,NACZELNIKOWSKA / RADZYMIŃSKA,1,1,1,Nieustąpienie pierwszeństwa przejazdu,13
107023730,2018-06-15,NACZELNIKOWSKA,RADZYMIŃSKA,brak,Zderzenie pojazdów boczne,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe,50,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,NACZELNIKOWSKA / RADZYMIŃSKA,1,1,1,Nieustąpienie pierwszeństwa przejazdu,13
